Co_ID,Exchange,Name,"Root
Ticker"," QMV(C$)
31-August-2019 "," O/S Shares
31-August-2019 ",Sector,"Sub
Sector",Listing Type,"Date of 
TSX Listing
YYYYMMDD","HQ
Location","HQ
Region","Interlisted
Code_I","Interlisted
Code_II",Listed on OTC,"TSX 
Venture 
Grad","Former
CPC",Index,Clean Technology Primary Industry,Clean Technology Sub-Sector,Technology Sub-Sector ,"Consumer Products & Services
Sub-Sector",Real Estate Sub-Sector ,Life Sciences Sub-Sector,USA_City,USA_State,Asia Region,Israel Related,"Place of Incorporation
C=Canada
U=USA
F=Foreign",Fund Family,SP Grouping,SP_Type,SP_Sub,"Income Trust 
Conversion"," Volume YTD
31-August-2019 "," Value (C$) YTD
31-August-2019 "," Number of 
Trades YTD
31-August-2019 "," Number of
Months of 
Trading Data ",AFRICA,AUS/NZ/PNG,CANADA,CHINA & ASIA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Mineral Properties (General),Other Properties
POW0016,TSX,Invesco 1-5 Year Laddered Investment Grade Corporate Bond Index ETF,PSB," 779,064,650 "," 42,805,750 ", ETP ,,IPO,20110614,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 2,409,999 "," 43,499,331 "," 3,169 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0017,TSX,Invesco Canadian Dividend Index ETF,PDC," 645,050,000 "," 23,750,000 ", ETP ,,IPO,20110616,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 1,379,678 "," 36,981,623 "," 6,078 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0018,TSX,Invesco Canadian Preferred Share Index ETF,PPS," 152,761,116 "," 11,332,427 ", ETP ,,IPO,20110618,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 1,095,268 "," 15,381,043 "," 1,262 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0023,TSX,Invesco FTSE RAFI Canadian Index ETF,PXC," 288,910,953 "," 11,048,220 ", ETP ,,IPO,20120126,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 433,667 "," 11,506,660 "," 1,297 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0035,TSX,Invesco FTSE RAFI Canadian Small-Mid Index ETF,PZC," 4,992,500 "," 250,000 ", ETP ,,IPO,20150414,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 95,265 "," 1,756,153 ", 100 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0037,TSX,Invesco FTSE RAFI Global Small-Mid ETF,PZW," 5,601,250 "," 250,000 ", ETP ,,IPO,20150506,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 76,945 "," 1,706,376 ", 236 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0034,TSX,Invesco FTSE RAFI Global+ Index ETF,PXG," 13,373,000 "," 625,000 ", ETP ,,IPO,20150414,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 76,077 "," 1,651,221 ", 144 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0022,TSX,Invesco FTSE RAFI U.S. Index ETF,PXU," 124,702,500 "," 3,250,000 ", ETP ,,IPO,20120126,ON,Canada,,,,,,,,,,,,,,,,,C,Powershares,ETP,Exchange Traded Funds,,," 746,263 "," 27,896,306 ", 520 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0036,TSX,Invesco FTSE RAFI U.S. Index ETF II,PXS," 41,073,875 "," 1,562,500 ", ETP ,,IPO,20150414,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 136,867 "," 3,504,898 ", 299 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0019,TSX,Invesco Fundamental High Yield Corporate Bond Index ETF,PFH," 82,958,500 "," 4,150,000 ", ETP ,,IPO,20110621,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 106,570 "," 2,083,379 ", 459 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0038,TSX,Invesco Global Shareholder Yield ETF,PSY," 3,849,100 "," 170,000 ", ETP ,,IPO,20150506,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 47,282 "," 991,270 ", 79 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0031,TSX,Invesco LadderRite U.S. 0-5 Year Corporate Bond Index ETF,USB," 25,789,500 "," 1,185,000 ", ETP ,,IPO,20140721,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 105,134 "," 2,248,474 ", 227 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0039,TSX,Invesco Low Volatility Portfolio ETF,PLV," 66,901,250 "," 2,875,000 ", ETP ,,IPO,20150506,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 319,724 "," 7,046,165 ", 875 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0020,TSX,Invesco QQQ Index ETF,QQC," 123,690,000 "," 1,900,000 ", ETP ,,IPO,20110616,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 1,147,957 "," 70,665,097 "," 8,091 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INV0010,TSX,Invesco S&P 500 Equal Weight Index ETF,EQL," 171,008,000 "," 8,200,000 ", ETP ,,IPO,20180529,ON,Canada,,,,,,,,,,,,,,,,,C,Powershares,ETP,Exchange Traded Funds,,," 1,546,834 "," 31,582,534 "," 2,019 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0024,TSX,Invesco S&P 500 Low Volatility Index ETF,ULV," 327,923,800 "," 8,205,000 ", ETP ,,IPO,20120124,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 880,011 "," 31,827,836 "," 2,586 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0032,TSX,Invesco S&P Emerging Markets Low Volatility Index ETF,ELV," 16,666,709 "," 892,700 ", ETP ,,IPO,20140908,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 101,230 "," 1,993,840 ", 224 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0033,TSX,Invesco S&P International Developed Low Volatility Index ETF,ILV," 41,027,760 "," 1,713,000 ", ETP ,,IPO,20140908,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 245,492 "," 5,823,856 ", 710 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0026,TSX,Invesco S&P/TSX Composite Low Volatility Index ETF,TLV," 387,187,500 "," 13,125,000 ", ETP ,,IPO,20120424,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 902,767 "," 25,689,639 "," 3,007 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0040,TSX,Invesco S&P/TSX REIT Income Index ETF,REIT," 19,168,000 "," 800,000 ", ETP ,,IPO,20170912,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 68,447 "," 1,570,220 ", 397 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0025,TSX,Invesco Senior Loan Index ETF,BKL," 49,062,600 "," 2,680,000 ", ETP ,,IPO,20120416,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 251,464 "," 4,579,797 ", 574 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW0029,TSX,Invesco Tactical Bond ETF,PTB," 133,155,750 "," 6,825,000 ", ETP ,,IPO,20120824,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 415,888 "," 7,837,810 "," 1,275 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI0003,TSX,Invesque Inc.,IVQ," 424,185,431 "," 55,154,069 ", Real Estate ,,TSXV Grad,20160602,USA,USA,,,,1,1,,,,,,Specialized,,Carmel,IN,,,C,,,,,," 4,550,992 "," 46,840,952 "," 13,782 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INV0008,TSX,Investment Grade Infrastructure Bond Fund,IFB," 19,110,015 "," 2,285,887 ", Closed-End Funds ,,IPO,20150224,ON,Canada,,,,,,,,,,,,,,,,,C,Fiera Capital,Other SPI,Fund of Equities,FI Trust,," 303,466 "," 2,440,671 ", 351 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPL0003,TSX,IPL Plastics Inc.,IPLP," 478,516,060 "," 54,130,776 ", Industrial Products & Services ,,IPO,20180628,Ireland,UK/Europe,,,,,,,,,,,,,,,,,C,,,,,," 7,364,680 "," 72,668,703 "," 16,242 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0047,TSX,iShares 1-10 Year Laddered Corporate Bond Index ETF,CBH," 306,234,000 "," 16,050,000 ", ETP ,,IPO,20111025,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 872,109 "," 16,371,180 "," 1,839 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0048,TSX,iShares 1-10 Year Laddered Government Bond Index ETF,CLG," 316,948,500 "," 16,850,000 ", ETP ,,IPO,20111025,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,489,659 "," 27,625,338 "," 1,857 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0035,TSX,iShares 1-5 Year Laddered Corporate Bond Index ETF,CBO," 1,063,864,000 "," 56,800,000 ", ETP ,,IPO,20090224,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 2,890,688 "," 53,577,650 "," 9,164 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0030,TSX,iShares 1-5 Year Laddered Government Bond Index ETF,CLF," 692,736,000 "," 38,400,000 ", ETP ,,IPO,20080130,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 3,060,686 "," 54,807,498 "," 5,349 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0005,TSX,iShares Canadian Corporate Bond Index ETF,XCB," 1,584,000,000 "," 72,000,000 ", ETP ,,IPO,20061109,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 10,138,981 "," 215,566,211 "," 12,178 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN0137,TSX,iShares Canadian Financial Monthly Income ETF,FIE," 653,737,500 "," 96,850,000 ", ETP ,,IPO,20050815,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 27,114,772 "," 187,072,499 "," 30,674 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0004,TSX,iShares Canadian Government Bond Index ETF,XGB," 695,844,000 "," 30,600,000 ", ETP ,,IPO,20061109,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 6,041,120 "," 132,329,160 "," 6,541 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0007,TSX,iShares Canadian Growth Index ETF,XCG," 36,270,000 "," 1,000,000 ", ETP ,,IPO,20061109,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 234,678 "," 8,052,003 "," 1,084 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0023,TSX,iShares Canadian HYBrid Corporate Bond Index ETF,XHB," 458,672,000 "," 21,800,000 ", ETP ,,IPO,20100927,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,239,088 "," 25,497,950 "," 3,844 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0016,TSX,iShares Canadian Real Return Bond Index ETF,XRB," 423,555,000 "," 16,500,000 ", ETP ,,IPO,20051222,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,682,112 "," 41,380,536 "," 4,657 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0013,TSX,iShares Canadian Select Dividend Index ETF,XDV," 1,260,132,000 "," 51,900,000 ", ETP ,,IPO,20051222,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 7,337,320 "," 176,876,909 "," 18,338 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0006,TSX,iShares Canadian Value Index ETF,XCV," 49,480,000 "," 2,000,000 ", ETP ,,IPO,20061109,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 208,578 "," 5,325,346 ", 546 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0017,TSX,iShares China Index ETF,XCH," 51,168,000 "," 2,050,000 ", ETP ,,IPO,20100126,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 886,205 "," 23,967,889 "," 4,436 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0058,TSX,iShares Conservative Short Term Strategic Fixed Income ETF,XSC," 141,503,000 "," 7,100,000 ", ETP ,,IPO,20150910,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 537,419 "," 10,602,668 "," 1,102 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0057,TSX,iShares Conservative Strategic Fixed Income ETF,XSE," 278,236,000 "," 13,300,000 ", ETP ,,IPO,20150910,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 2,066,637 "," 42,668,165 "," 2,394 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0045,TSX,iShares Convertible Bond Index ETF,CVD," 113,584,000 "," 6,200,000 ", ETP ,,IPO,20110614,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 844,628 "," 15,398,189 "," 2,357 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0025,TSX,iShares Core Balanced ETF Portfolio,XBAL," 163,590,000 "," 7,125,000 ", ETP ,,IPO,20070620,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 3,733,806 "," 84,155,534 "," 8,079 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0003,TSX,iShares Core Canadian Long Term Bond Index ETF,XLB," 836,010,000 "," 31,500,000 ", ETP ,,IPO,20061109,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 5,102,226 "," 127,066,902 "," 7,410 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0002,TSX,iShares Core Canadian Short Term Bond Index ETF,XSB," 2,147,850,000 "," 77,400,000 ", ETP ,,,20001122,ON,Canada,BMV,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 7,464,701 "," 205,319,888 "," 13,818 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0032,TSX,iShares Core Canadian Short Term Corporate + Maple Bond Index ETF,XSH," 667,575,000 "," 34,500,000 ", ETP ,,IPO,20110919,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 2,850,573 "," 54,708,591 "," 6,832 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0003,TSX,iShares Core Canadian Universe Bond Index ETF,XBB," 3,210,711,000 "," 98,700,000 ", ETP ,,,20001122,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 16,950,496 "," 534,771,235 "," 36,137 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0078,TSX,iShares Core Conservative Balanced ETF,XCNS," 997,500 "," 50,000 ", ETP ,,IPO,20190813,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,, 150 ," 2,996 ", 2 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0079,TSX,iShares Core Equity ETF,XEQT," 1,486,500 "," 75,000 ", ETP ,,IPO,20190813,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 7,801 "," 155,815 ", 46 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA0024,TSX,iShares Core Growth ETF Portfolio,XGRO," 185,913,000 "," 9,100,000 ", ETP ,,IPO,20070620,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 6,096,318 "," 122,414,390 "," 17,890 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0080,TSX,iShares Core Income Balanced ETF,XINC," 1,002,000 "," 50,000 ", ETP ,,IPO,20190813,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 2,235 "," 44,974 ", 14 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0050,TSX,iShares Core MSCI All Country World ex Canada Index ETF,XAW," 1,047,168,000 "," 40,400,000 ", ETP ,,IPO,20150217,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 11,158,485 "," 285,377,778 "," 49,942 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0067,TSX,iShares Core MSCI Canadian Quality Dividend Index ETF,XDIV," 141,508,000 "," 6,800,000 ", ETP ,,IPO,20170613,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 3,665,342 "," 76,586,153 "," 4,916 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0041,TSX,iShares Core MSCI EAFE IMI Index ETF,XEF," 2,818,660,000 "," 96,200,000 ", ETP ,,IPO,20130415,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 8,687,495 "," 256,068,118 "," 37,728 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0051,TSX,iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged),XFH," 243,190,500 "," 10,925,000 ", ETP ,,IPO,20150217,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 2,028,991 "," 44,894,649 "," 3,800 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0042,TSX,iShares Core MSCI Emerging Markets IMI Index ETF,XEC," 623,986,000 "," 25,100,000 ", ETP ,,IPO,20130415,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 3,294,673 "," 85,580,190 "," 19,770 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0069,TSX,iShares Core MSCI Global Quality Dividend Index ETF,XDG," 96,350,000 "," 4,700,000 ", ETP ,,IPO,20170613,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 833,472 "," 17,070,359 "," 2,265 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0068,TSX,iShares Core MSCI Global Quality Dividend Index ETF (CAD-Hedged),XDGH," 28,525,500 "," 1,350,000 ", ETP ,,IPO,20170616,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 205,806 "," 4,271,117 ", 811 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0071,TSX,iShares Core MSCI US Quality Dividend Index ETF,XDU," 69,843,750 "," 3,125,000 ", ETP ,,IPO,20170613,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 631,947 "," 13,801,208 "," 1,531 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0070,TSX,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),XDUH," 14,222,000 "," 650,000 ", ETP ,,IPO,20170616,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 237,951 "," 5,160,799 ", 522 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0043,TSX,iShares Core S&P 500 Index ETF,XUS," 1,860,231,000 "," 38,300,000 ", ETP ,,IPO,20130415,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 9,308,158 "," 433,040,468 "," 30,640 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0010,TSX,iShares Core S&P 500 Index ETF (CAD-Hedged),XSP," 4,602,828,000 "," 141,800,000 ", ETP ,,,20010528,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 71,515,590 "," 2,241,872,398 "," 164,387 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0053,TSX,iShares Core S&P U.S. Total Market Index ETF,XUU," 1,469,406,750 "," 49,525,000 ", ETP ,,IPO,20150217,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 3,913,201 "," 112,244,885 "," 17,238 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0052,TSX,iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged),XUH," 80,192,750 "," 3,025,000 ", ETP ,,IPO,20150219,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,145,370 "," 29,523,879 "," 2,170 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0004,TSX,iShares Core S&P/TSX Capped Composite Index ETF,XIC," 4,847,596,000 "," 184,600,000 ", ETP ,,,20010221,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 40,863,885 "," 1,044,698,028 "," 68,911 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUN0014,TSX,iShares Diversified Monthly Income ETF,XTR," 614,380,000 "," 55,600,000 ", ETP ,,IPO,20051222,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 6,901,829 "," 74,994,970 "," 10,234 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0036,TSX,iShares Edge MSCI Min Vol Canada Index ETF,XMV," 101,660,000 "," 3,250,000 ", ETP ,,IPO,20120730,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 332,885 "," 9,915,754 "," 1,219 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0037,TSX,iShares Edge MSCI Min Vol EAFE Index ETF,XMI," 262,047,500 "," 7,150,000 ", ETP ,,IPO,20120730,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 771,896 "," 28,063,620 "," 2,887 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0064,TSX,iShares Edge MSCI Min Vol EAFE Index ETF (CAD-Hedged),XML," 50,697,000 "," 2,150,000 ", ETP ,,IPO,20160411,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 211,555 "," 4,934,642 ", 652 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0038,TSX,iShares Edge MSCI Min Vol Emerging Markets Index ETF,XMM," 95,830,000 "," 3,500,000 ", ETP ,,IPO,20120730,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 305,078 "," 8,514,889 "," 1,356 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0035,TSX,iShares Edge MSCI Min Vol Global Index ETF,XMW," 210,947,500 "," 4,750,000 ", ETP ,,IPO,20120730,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 788,483 "," 33,308,705 "," 3,310 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0065,TSX,iShares Edge MSCI Min Vol Global Index ETF (CAD-Hedged),XMY," 30,056,500 "," 1,175,000 ", ETP ,,IPO,20160411,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 277,906 "," 6,752,683 ", 817 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0039,TSX,iShares Edge MSCI Min Vol USA Index ETF,XMU," 451,218,000 "," 7,850,000 ", ETP ,,IPO,20120730,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 1,090,548 "," 58,585,080 "," 5,274 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0066,TSX,iShares Edge MSCI Min Vol USA Index ETF (CAD-Hedged),XMS," 54,990,000 "," 1,950,000 ", ETP ,,IPO,20160411,ON,Canada,,,,,,,,,,,,,,,,,C,Blackrock/iShares,ETP,Exchange Traded Funds,,," 430,139 "," 11,258,918 "," 1,176 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0059,TSX,iShares Edge MSCI Multifactor Canada Index ETF,XFC," 92,036,000 "," 3,800,000 ", ETP ,,IPO,20150928,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 270,295 "," 6,445,510 ", 613 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0060,TSX,iShares Edge MSCI Multifactor EAFE Index ETF,XFI," 69,856,000 "," 3,200,000 ", ETP ,,IPO,20150928,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 223,931 "," 5,085,923 ", 492 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISH0062,TSX,iShares Edge MSCI Multifactor EAFE Index ETF (CAD-Hedged),XFF," 32,648,000 "," 1,400,000 ", ETP ,,IPO,20151002,ON,Canada,,,,,,,,,,,,,,,,,C,BlackRock/iShares,ETP,Exchange Traded Funds,,," 183,712 "," 4,438,826 ", 627 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
